Before/After,Deployment Date,Days Post Deployment,CruiseStartDate,Location,Destination,Family,Genus species,STAGE,ACTIVITY,MAX N /Dive N,TIME max N,TIME first feed,REEF TYPE,temp ,tubidity ,current m/min,wave,wind,cloud,Time first seen
After2,13-Dec-05,652,5 October 2007,Lake Macquarie,AR4,Sparidae,Rhabdosargus sarba,JUV,F,2,2.77,2.77,Artificial,20.42,5,3,0,0,0,
After2,13-Dec-05,652,5 October 2007,Lake Macquarie,AR6,Sparidae,Rhabdosargus sarba,JUV,F,2,19.63,3.05,Artificial,20.42,5,3,0,0,0,
After2,13-Dec-05,652,5 October 2007,Lake Macquarie,SC2,Sparidae,Acanthopagrus australis,AD,F,5,5.13,3.68,Sand,20.42,5,3,0,0,0,
After2,13-Dec-05,652,5 October 2007,Lake Macquarie,RC2,Sparidae,Pagrus auratus,JUV,F,3,6.40,5.02,Natural,20.42,5,3,0,0,0,
After2,13-Dec-05,652,5 October 2007,Lake Macquarie,RC2,Sparidae,Acanthopagrus australis,AD,F,7,7.68,5.22,Natural,20.42,5,3,0,0,0,
After2,13-Dec-05,652,5 October 2007,Lake Macquarie,AR3,Sparidae,Rhabdosargus sarba,AD,F,1,5.48,5.50,Artificial,20.42,5,3,0,0,0,
After2,13-Dec-05,652,5 October 2007,Lake Macquarie,AR3,Sparidae,Acanthopagrus australis,AD,F,4,6.53,6.43,Artificial,20.42,5,3,0,0,0,
After2,13-Dec-05,652,5 October 2007,Lake Macquarie,AR2,Sparidae,Acanthopagrus australis,AD,F,8,18.78,6.67,Artificial,20.42,5,3,0,0,0,
After2,13-Dec-05,652,5 October 2007,Lake Macquarie,AR2,Sparidae,Rhabdosargus sarba,JUV,F,2,16.18,7.50,Artificial,20.42,5,3,0,0,0,
After2,13-Dec-05,652,5 October 2007,Lake Macquarie,AR6,Sparidae,Pagrus auratus,JUV,F,1,8.78,8.80,Artificial,20.42,5,3,0,0,0,
After2,13-Dec-05,652,5 October 2007,Lake Macquarie,RC1,Sparidae,Rhabdosargus sarba,AD,F,1,11.23,11.30,Natural,20.42,5,3,0,0,0,
After2,13-Dec-05,652,5 October 2007,Lake Macquarie,AR1,Sparidae,Acanthopagrus australis,AD,F,15,20.63,12.45,Artificial,20.42,5,3,0,0,0,
After2,13-Dec-05,652,5 October 2007,Lake Macquarie,AR4,Sparidae,Acanthopagrus australis,JUV,F,1,13.62,13.65,Artificial,20.42,5,3,0,0,0,
After2,13-Dec-05,652,5 October 2007,Lake Macquarie,RC2,Sparidae,Rhabdosargus sarba,JUV,F,2,14.20,14.12,Natural,20.42,5,3,0,0,0,
After2,13-Dec-05,652,5 October 2007,Lake Macquarie,AR1,Sparidae,Rhabdosargus sarba,AD,F,2,1.83,14.33,Artificial,20.42,5,3,0,0,0,
After2,13-Dec-05,652,5 October 2007,Lake Macquarie,SC3,Sparidae,Acanthopagrus australis,AD,F,7,25.65,18.07,Sand,20.42,5,3,0,0,0,
After2,13-Dec-05,652,5 October 2007,Lake Macquarie,RC2,Sparidae,Rhabdosargus sarba,AD,F,1,18.97,18.98,Natural,20.42,5,3,0,0,0,
After2,13-Dec-05,652,5 October 2007,Lake Macquarie,AR6,Sparidae,Acanthopagrus australis,AD,F,2,19.72,22.27,Artificial,20.42,5,3,0,0,0,
After2,13-Dec-05,652,5 October 2007,Lake Macquarie,RC1,Sparidae,Acanthopagrus australis,AD,F,1,21.48,26.37,Natural,20.42,5,3,0,0,0,
After2,13-Dec-05,652,5 October 2007,Lake Macquarie,AR4,Sparidae,Rhabdosargus sarba,AD,F,2,27.47,27.37,Artificial,20.42,5,3,0,0,0,
After2,13-Dec-05,672,25 October 2007,Lake Macquarie,SC3,Sparidae,Rhabdosargus sarba,AD,"P,SC",2,26.77,,Sand,22.09,2,4.6,0,0,40,
